ESTU_CONSECUTIVO,PUNT_GLOBAL_PREDIC
EK202310202291,135.5
EK202310237771,136.85
EK202310216760,125.35
EK202310244222,138.3
EK202310113733,141.55
EK202310138119,128.6
EK202310219085,125.65
EK202310153944,136.85
EK202310161644,179.65
EK202310204382,129.15
EK202310229663,128.3
EK202310156198,139.9
EK202310148211,132.65
EK202310152274,133.5
EK202310197042,134.05
EK202310163556,149.75
EK202310197960,149.0
EK202310232731,127.65
EK202310147947,151.65
EK202310144176,132.8
EK202310237272,136.95
EK202310195596,153.7
EK202310231682,135.15
EK202310114178,136.25
EK202310165798,129.2
EK202310177163,129.8
EK202310161995,159.95
EK202310130803,128.1
EK202310225601,124.6
EK202310139718,133.45
EK202310146622,136.35
EK202310113181,124.65
EK202310179401,170.4
EK202310202908,164.3
EK202310171925,146.7
EK202310136543,122.1
EK202310119266,140.2
EK202310144770,136.55
EK202310217594,152.0
EK202310224918,141.55
EK202310116728,133.9
EK202310136368,156.2
EK202310242872,148.3
EK202310226098,134.6
EK202310243029,125.5
EK202310234838,136.05
EK202310103797,156.55
EK202310159666,120.3
EK202310234494,121.65
EK202310134806,120.45
EK202310191437,148.5
EK202310125110,137.8
EK202310217366,161.0
EK202310191101,124.0
EK202310179382,139.55
EK202310137469,138.4
EK202310137658,138.3
EK202310134629,131.25
EK202310104525,132.5
EK202310151444,180.6
EK202310237636,153.5
EK202310143439,140.65
EK202310149845,131.25
EK202310128851,151.5
EK202310237330,136.35
EK202310117295,141.95
EK202310243270,136.75
EK202310187106,124.15
EK202310137652,138.7
EK202310217947,131.95
EK202310215368,141.15
EK202310113202,144.0
EK202310122109,129.6
EK202310121040,129.1
EK202310226711,126.8
EK202310132709,152.9
EK202310169984,170.75
EK202310198212,150.35
EK202310158003,155.3
EK202310214974,152.6
EK202310134360,148.45
EK202310178688,168.75
EK202310171682,165.95
EK202310103768,132.4
EK202310209555,151.6
EK202310151086,134.8
EK202310201836,141.5
EK202310174895,140.0
EK202310138537,150.35
EK202310111581,143.25
EK202310219638,145.1
EK202310154214,142.25
EK202310200463,135.95
EK202310172356,137.6
EK202310164996,136.45
EK202310140375,139.2
EK202310216009,129.85
EK202310113207,126.35
EK202310132100,142.5
EK202310126863,157.8
EK202310146868,121.45
EK202310108177,152.25
EK202310166280,153.95
EK202310182008,180.15
EK202310162197,132.5
EK202310147752,148.3
EK202310003947,129.65
EK202310176472,126.35
EK202310234387,120.35
EK202310170022,138.4
EK202310171056,141.15
EK202310180973,176.4
EK202310166464,136.35
EK202310123184,129.2
EK202310192128,152.7
EK202310207232,127.85
EK202310133397,132.5
EK202310113037,145.1
EK202320007617,155.6
EK202310128691,125.0
EK202310234443,128.7
EK202310163599,152.25
EK202310124529,154.4
EK202310195861,139.65
EK202310004652,135.3
EK202310128598,134.5
EK202310219754,145.7
EK202310153907,146.35
EK202310210564,151.1
EK202310119285,133.1
EK202310236273,131.2
EK202310205597,157.05
EK202310232930,124.65
EK202310191886,162.0
EK202310236382,129.3
EK202310174764,145.9
EK202310105490,146.35
EK202310177012,171.15
EK202310128378,151.5
EK202310165398,136.15
EK202310142395,153.45
EK202310220861,138.05
EK202310209523,157.85
EK202310122997,140.6
EK202310205282,148.6
EK202310131435,146.75
EK202310203906,128.25
EK202310236413,137.9
EK202310156951,159.9
EK202310106622,135.7
EK202310189975,172.3
EK202310225784,132.5
EK202310219294,137.55
EK202310105442,133.1
EK202310132208,130.25
EK202310105616,140.9
EK202310174736,126.05
EK202310196913,162.5
EK202310137961,132.4
EK202310176163,157.45
EK202310110032,129.2
EK202310157504,147.55
EK202310233635,134.2
EK202310248436,155.7
EK202310202168,130.1
EK202310155766,139.8
EK202310139190,131.15
EK202310178893,142.0
EK202310194060,154.9
EK202310118567,119.45
EK202310127903,144.0
EK202310236053,119.1
EK202310156969,158.75
EK202310113094,149.5
EK202310117682,141.55
EK202310175150,135.15
EK202310190181,134.15
EK202310144477,126.05
EK202310167953,157.35
EK202310123207,135.6
EK202310211120,132.35
EK202310158476,158.15
EK202310245986,135.85
EK202310141979,145.9
EK202310210627,140.3
EK202310131358,125.75
EK202310108863,138.0
EK202310106507,161.95
EK202310219636,137.3
EK202310206075,139.55
EK202310164374,163.0
EK202310247640,124.6
EK202310128033,184.25
EK202310202213,159.65
EK202320007199,140.25
EK202310148351,141.95
EK202310167191,159.85
EK202310191728,154.1
EK202310200275,122.25
EK202310240207,157.1
EK202310169132,122.55
EK202310144609,152.0
EK202310198534,151.25
EK202310117322,143.95
EK202310111311,145.7
EK202310132198,131.7
EK202310123213,140.7
EK202310175579,145.85
EK202310179611,158.9
EK202310162505,162.4
EK202310192578,131.55
EK202310106746,141.4
EK202310131965,118.8
EK202310193615,127.2
EK202310196394,155.4
EK202310219201,131.0
EK202310223123,131.4
EK202310193426,174.1
EK202310118739,129.75
EK202310106117,146.5
EK202310104981,126.25
EK202310210450,136.6
EK202310174407,156.5
EK202310104567,142.05
EK202310127432,132.55
EK202320005737,142.45
EK202310191941,147.7
EK202310153855,136.7
EK202310207694,139.2
EK202310227244,142.95
EK202310153520,138.05
EK202310160923,162.45
EK202310105321,134.35
EK202310134289,148.2
EK202310221860,139.95
EK202310127051,135.65
EK202310004011,145.2
EK202310106438,130.05
EK202310223885,128.55
EK202310147175,151.75
EK202310172305,142.55
EK202310233355,132.25
EK202310175639,155.9
EK202310119187,132.2
EK202310208266,153.5
EK202310218780,141.05
EK202310208314,149.4
EK202310231800,143.45
EK202310128055,170.7
EK202310239898,128.6
EK202310216957,143.1
EK202310209441,138.35
EK202310123208,138.1
EK202310209923,130.8
EK202310133751,146.05
EK202310245312,133.5
EK202310115764,149.85
EK202310207764,126.6
EK202310240599,164.8
EK202310147315,140.5
EK202310131500,131.75
EK202310176669,151.85
EK202310123945,136.55
EK202310209731,138.1
EK202310144605,155.4
EK202310122549,122.75
EK202310145497,130.2
EK202310140293,132.7
EK202310139650,131.8
EK202310157829,124.1
EK202310106995,150.1
EK202310124413,183.3
EK202310214088,145.65
EK202310164191,163.85
EK202310226197,132.75
EK202310004226,142.85
EK202310108441,127.6
EK202310135386,152.9
EK202310129306,137.75
EK202310235944,138.65
EK202310247944,134.1
EK202310165677,131.1
EK202310199534,151.75
EK202310126380,129.25
EK202310154011,127.45
EK202310132506,165.2
EK202310108076,153.8
EK202310160457,134.3
EK202310208714,163.3
EK202310154569,154.05
EK202310144642,136.3
EK202310190051,185.1
EK202310117172,146.85
EK202310177405,165.5
EK202310213301,149.5
EK202310137198,160.35
EK202310151042,142.25
EK202310168461,138.95
EK202310243164,133.0
EK202310179023,125.5
EK202310160904,169.6
EK202310171189,136.25
EK202310239158,139.6
EK202310167988,163.15
EK202310226837,158.5
EK202310135580,132.7
EK202310246488,133.55
EK202310003762,145.85
EK202310134904,135.25
EK202310136330,142.1
EK202310217816,129.35
EK202310122041,116.75
EK202310246474,135.1
EK202310157040,143.2
EK202310198401,173.35
EK202310117127,130.65
EK202310105754,164.8
EK202310166261,141.2
EK202310168044,166.0
EK202310220538,137.15
EK202310139280,151.75
EK202310135523,143.5
EK202310236682,142.3
EK202310244877,136.9
EK202310107483,127.0
EK202310175451,124.55
EK202310180461,180.25
EK202310144697,139.65
EK202310123532,133.25
EK202310123754,157.5
EK202310206309,167.05
EK202310239121,138.65
EK202310104310,150.7
EK202310211761,146.85
EK202310191013,160.4
EK202310240312,148.45
EK202310217200,135.9
EK202310114563,137.75
EK202310161367,134.1
EK202310144122,139.25
EK202310212504,128.6
EK202310177497,147.9
EK202310236237,145.25
EK202310198587,145.3
EK202310163062,152.35
EK202310164746,149.45
EK202310201875,140.3
EK202310172081,150.1
EK202310239571,150.75
EK202310135582,140.65
EK202310168412,158.6
EK202310207958,140.9
EK202310192851,140.75
EK202310192868,138.8
EK202310240745,141.6
EK202320007142,141.3
EK202310242152,145.15
EK202310158334,141.2
EK202310202840,142.65
EK202310135210,159.3
EK202310140844,146.3
EK202310231684,133.85
EK202310220876,129.5
EK202310135369,137.8
EK202310163963,144.25
EK202310126679,132.7
EK202310162655,149.95
EK202310154642,136.15
EK202310178024,131.35
EK202310168498,150.25
EK202310220365,132.45
EK202310111380,137.85
EK202310152697,157.25
EK202310246759,146.1
EK202310111419,151.0
EK202310218578,133.5
EK202310110262,135.9
EK202310112025,150.85
EK202310219733,134.35
EK202310188715,156.65
EK202310120824,164.4
EK202310115460,116.3
EK202310243920,138.95
EK202310177399,148.75
EK202310187981,174.95
EK202310245247,140.85
EK202310121751,131.1
EK202310157398,139.75
EK202310146316,143.7
EK202310147009,140.65
EK202310186969,167.55
EK202310137065,156.55
EK202310121746,128.2
EK202310156291,136.45
EK202310214011,150.25
EK202310214233,143.0
EK202310119619,148.15
EK202310179742,139.5
EK202310182000,156.85
EK202310200585,154.0
EK202310152222,147.75
EK202310149190,161.45
EK202310187819,156.9
EK202310124003,179.9
EK202310201545,139.5
EK202310171385,140.7
EK202310238751,143.05
EK202310140367,123.5
EK202310237130,158.55
EK202310198345,150.2
EK202310247133,133.75
EK202310137734,131.95
EK202310148474,132.7
EK202310150325,147.9
EK202310208250,145.65
EK202310232333,144.75
EK202310226045,127.9
EK202310158994,156.65
EK202310198109,140.45
EK202310193685,184.7
EK202310178796,159.5
EK202310168028,156.6
EK202310106830,132.65
EK202310181540,129.15
EK202310182066,162.75
EK202310206663,145.05
EK202310219839,161.35
EK202310201710,159.4
EK202310187487,131.65
EK202310202274,156.35
EK202310137558,136.75
EK202310190906,142.8
EK202310223424,147.3
EK202310178941,129.45
EK202310184440,140.45
EK202310155782,127.3
EK202310122432,155.0
EK202310182848,142.4
EK202310164226,147.6
EK202310173490,138.25
EK202310213090,125.5
EK202310153722,156.6
EK202310173472,150.05
EK202310167875,138.45
EK202310133234,137.35
EK202310223308,126.25
EK202310205100,144.8
EK202310198402,134.55
EK202310110225,151.9
EK202310171586,143.1
EK202310122356,134.0
EK202310163392,137.45
EK202310183719,164.2
EK202310003951,155.25
EK202310138515,138.8
EK202310170831,142.3
EK202310133182,129.55
EK202310111516,133.75
EK202310125263,132.05
EK202310240055,132.9
EK202310180483,142.4
EK202310204716,124.0
EK202310187018,143.15
EK202310158527,164.85
EK202310122260,147.05
EK202310234650,140.6
EK202310144474,124.75
EK202310237894,134.45
EK202310106091,132.55
EK202310188317,134.2
EK202310158850,131.45
EK202310186426,163.5
EK202310169750,119.25
EK202310206676,148.35
EK202310155928,144.85
EK202310230978,134.55
EK202310233369,127.8
EK202310129476,136.0
EK202310133048,151.55
EK202310165488,134.6
EK202310143637,173.0
EK202310214266,145.2
EK202310126225,135.6
EK202310152458,161.45
EK202310223231,139.25
EK202310120167,143.35
EK202310143015,134.55
EK202310158308,139.95
EK202310173081,141.8
EK202310189028,123.25
EK202310132273,155.0
EK202310128353,152.2
EK202310174810,156.85
EK202310239062,151.0
EK202310120641,133.6
EK202310244227,153.65
EK202310118757,127.25
EK202310129075,143.95
EK202310224814,134.3
EK202310004731,140.7
EK202310156915,155.85
EK202310115641,135.05
EK202310118147,188.8
EK202310248390,177.05
EK202310218403,126.6
EK202310155441,134.95
EK202310230283,141.55
EK202310162794,143.05
EK202310182211,176.15
EK202310143073,153.45
EK202310177848,143.85
EK202310003966,172.6
EK202310194839,173.2
EK202310233597,132.9
EK202310160959,134.4
EK202310225528,142.65
EK202310108255,147.8
EK202310166709,150.6
EK202310203616,132.95
EK202310189898,169.15
EK202310135324,156.8
EK202310183856,167.95
EK202310178334,154.35
EK202310112277,140.65
EK202310116332,130.5
EK202310174408,147.7
EK202310225395,141.9
EK202310179921,145.8
EK202310136896,134.1
EK202310246946,158.65
EK202310132878,136.4
EK202310132936,137.7
EK202310117215,124.7
EK202310194744,160.8
EK202310239667,150.9
EK202310137081,121.25
EK202310195120,158.95
EK202310244943,129.4
EK202310216463,144.0
EK202310175023,151.85
EK202310123452,136.35
EK202310120759,151.8
EK202310200555,173.55
EK202310183159,144.65
EK202310237119,137.25
EK202310241465,136.2
EK202310185913,132.45
EK202310207534,154.9
EK202310158605,147.75
EK202310193608,137.85
EK202310238219,148.4
EK202310142209,173.45
EK202310158659,131.2
EK202310196102,161.3
EK202310244335,125.4
EK202310151300,146.0
EK202310135647,107.1
EK202310208600,140.45
EK202320006689,161.2
EK202310208813,158.1
EK202310154438,141.35
EK202310165804,132.25
EK202310124724,139.1
EK202320005923,156.7
EK202310193868,141.55
EK202310243558,126.55
EK202310213393,140.6
EK202310142913,150.65
EK202310168870,153.4
EK202310246882,155.4
EK202310123829,140.2
EK202310125993,139.75
EK202310148678,133.0
EK202310214338,133.75
EK202310118609,134.1
EK202310223350,160.6
EK202310161314,134.1
EK202310172634,168.3
EK202310218585,132.2
EK202310004027,135.65
EK202310177913,137.75
EK202310195749,136.95
EK202310176453,135.1
EK202310213885,149.15
EK202310137118,152.15
EK202310219450,130.15
EK202310228378,161.6
EK202310157141,166.5
EK202310131718,158.35
EK202310165083,128.65
EK202310004821,132.35
EK202310115195,123.05
EK202310179460,126.0
EK202310204918,156.3
EK202310126066,129.1
EK202310147822,154.25
EK202310233974,138.95
EK202310152337,147.85
EK202310121597,143.15
EK202310113315,137.0
EK202310172487,170.55
EK202310208865,137.05
EK202310178856,125.95
EK202310163216,134.7
EK202310192275,138.35
EK202310123629,137.9
EK202310118365,151.2
EK202310205626,154.45
EK202310197305,127.25
EK202310168104,124.0
EK202310147731,161.8
EK202310202905,131.45
EK202310240860,152.7
EK202310003646,143.6
EK202310241992,125.65
EK202310139823,127.25
EK202310229599,132.5
EK202310183516,170.6
EK202310224914,116.6
EK202310191077,146.0
EK202320006964,158.6
EK202310237895,133.8
EK202310176057,137.8
EK202310165954,122.45
EK202310122162,140.05
EK202310126238,142.1
EK202310121795,151.7
EK202310161976,163.25
EK202310191508,140.1
EK202310176644,153.75
EK202310152467,163.5
EK202310219240,130.5
EK202310208125,133.8
EK202310159439,170.15
EK202310112020,145.5
EK202310131152,154.3
EK202310231176,136.45
EK202310119600,143.65
EK202310142740,178.35
EK202310190305,140.6
EK202310181410,143.7
EK202310195269,132.7
EK202310154821,112.75
EK202310247409,141.4
EK202310146034,130.95
EK202310193073,140.65
EK202310184666,182.2
EK202310107982,141.9
EK202310118565,129.35
EK202310189557,145.3
EK202310176523,159.95
EK202310199098,155.85
EK202310192444,159.45
EK202310201510,156.75
EK202310152404,139.25
EK202310159084,152.6
EK202310241360,132.65
EK202310216628,146.15
EK202310228907,138.75
EK202310129890,166.6
EK202310151590,146.55
EK202310145359,125.8
EK202310157050,136.1
EK202310176488,136.65
EK202310130834,145.75
EK202310209574,133.4
EK202310111176,144.0
EK202310147278,133.15
EK202310208597,160.65
EK202310196533,130.05
EK202310195547,164.85
EK202310176613,140.15
EK202310164726,138.5
EK202310243633,149.05
EK202310196133,148.1
EK202310147029,153.55
EK202310218892,152.7
EK202310140920,128.95
EK202310155482,141.95
EK202310135200,139.05
EK202310172820,137.35
EK202310105543,129.55
EK202310172387,136.75
EK202310176697,142.95
EK202310218951,158.9
EK202310103784,146.85
EK202310230023,131.05
EK202310164692,135.95
EK202310104542,138.65
EK202310176068,141.0
EK202310244683,139.95
EK202310119149,146.05
EK202310191861,130.95
EK202310199949,126.05
EK202310161393,149.3
EK202310125111,135.65
EK202310199054,155.6
EK202310004487,140.1
EK202310183184,135.45
EK202310201897,176.15
EK202310210681,123.1
EK202310171699,124.1
EK202310136344,130.2
EK202310142799,135.45
EK202310003358,127.75
EK202310177915,140.1
EK202310233198,145.5
EK202310180154,126.85
EK202310174450,131.1
EK202310136841,141.75
EK202310121016,141.1
EK202310165032,132.05
EK202310228963,136.75
EK202310121559,151.55
EK202310181916,143.95
EK202310145575,147.6
EK202310239181,145.5
EK202310188158,139.05
EK202310128251,130.55
EK202310132218,144.15
EK202310171818,144.85
EK202310104717,123.4
EK202310166536,144.05
EK202310165544,182.4
EK202310106140,144.8
EK202310120542,129.1
EK202310200432,135.15
EK202310137688,138.55
EK202310199770,134.4
EK202310151234,140.1
EK202310239824,147.8
EK202310109979,147.9
EK202310222377,127.45
EK202310129765,144.05
EK202310004768,130.2
EK202310161683,162.9
EK202310111657,150.1
EK202310233223,139.95
EK202310191113,165.65
EK202310133283,160.9
EK202310196259,129.1
EK202310180866,136.2
EK202310219289,125.8
EK202310195465,166.0
EK202310163110,148.15
EK202310236924,127.25
EK202310175544,156.15
EK202310106368,152.55
EK202310187622,154.75
EK202310204563,153.2
EK202310169494,139.65
EK202310151846,151.65
EK202310239299,138.15
EK202310145012,134.4
EK202310110945,134.55
EK202310198659,150.25
EK202310130369,109.1
EK202310191235,140.05
EK202310171717,129.9
EK202310235589,150.25
EK202310114348,132.85
EK202310232893,147.05
EK202310164789,142.25
EK202310236042,183.15
EK202310004445,129.2
EK202310172245,142.0
EK202310224823,135.45
EK202310136877,138.35
EK202310123423,157.05
EK202310153225,141.95
EK202310145756,136.85
EK202310146568,146.3
EK202310163087,139.4
EK202310245297,177.15
EK202310209644,157.6
EK202310140290,128.85
EK202310221072,146.9
EK202310135414,153.25
EK202310187378,175.45
EK202310133530,154.5
EK202310224364,145.75
EK202310195517,144.95
EK202310204169,124.3
EK202310210323,127.25
EK202310200422,141.7
EK202310151056,134.05
EK202310227277,134.25
EK202310247028,145.7
EK202310180050,140.2
EK202310127868,146.75
EK202310234685,151.25
EK202310223304,137.8
EK202310222628,126.75
EK202310132162,141.7
EK202310107313,164.7
EK202310193034,127.15
EK202320006263,150.75
EK202310180508,141.95
EK202310126699,134.9
EK202310161588,140.5
EK202310230044,133.8
EK202310131679,150.5
EK202310130402,141.15
EK202310186216,140.95
EK202310104460,153.35
EK202310138193,130.45
EK202310190994,153.5
EK202310235895,135.75
EK202310129828,152.0
EK202310188700,176.1
EK202310162187,139.45
EK202310137095,133.05
EK202310142210,124.2
EK202310197331,144.85
EK202310224439,170.05
EK202310202545,174.5
EK202310172841,154.9
EK202310185316,139.0
EK202310193096,133.25
EK202310239366,127.55
EK202310157680,160.85
EK202310216245,137.55
EK202310122188,134.7
EK202310229644,132.9
EK202310205871,129.15
EK202310215556,156.9
